customer_id,login_days_30d,order_count_90d,membership_months,days_since_last_login,monthly_fee,support_tickets_90d,contract_type,region,device_type,next_30d_churn
806,24,,64,8,38726.0,,two_year,other,desktop,0
807,16,3.0,11,7,55547.0,2.0,monthly,other,tablet,0
808,3,3.0,52,33,67685.0,2.0,monthly,gyeonggi,desktop,1
809,12,1.0,72,23,25880.0,2.0,monthly,gyeonggi,desktop,0
810,30,4.0,42,44,49283.0,0.0,two_year,other,mobile,0
811,1,3.0,25,30,70145.0,4.0,two_year,other,mobile,1
812,27,2.0,64,21,33228.0,2.0,monthly,gyeonggi,desktop,0
813,21,1.0,37,9,58438.0,1.0,monthly,other,desktop,0
814,8,,9,9,55990.0,1.0,monthly,,mobile,0
815,24,4.0,18,46,80716.0,1.0,monthly,,desktop,0
816,25,4.0,50,13,51548.0,2.0,annual,seoul,mobile,0
817,1,4.0,33,30,52426.0,2.0,monthly,seoul,mobile,1
818,3,3.0,16,49,67824.0,0.0,annual,other,mobile,1
819,20,0.0,58,54,35105.0,1.0,monthly,seoul,desktop,0
820,30,3.0,9,16,51687.0,0.0,monthly,gyeonggi,desktop,0
821,0,3.0,16,6,48164.0,,monthly,gyeonggi,mobile,0
822,20,2.0,34,47,52916.0,3.0,monthly,other,desktop,0
823,4,0.0,3,41,67726.0,1.0,monthly,other,desktop,1
824,20,4.0,28,20,63312.0,1.0,monthly,gyeonggi,mobile,0
825,19,2.0,66,36,43770.0,2.0,monthly,seoul,desktop,1
826,2,1.0,68,11,57050.0,0.0,two_year,seoul,mobile,0
827,21,2.0,63,42,,1.0,monthly,,mobile,0
828,27,5.0,24,44,42530.0,2.0,monthly,seoul,mobile,0
829,26,3.0,5,18,,1.0,monthly,gyeonggi,mobile,1
830,0,5.0,59,28,52103.0,0.0,annual,other,mobile,0
831,7,3.0,27,20,54055.0,5.0,two_year,gyeonggi,mobile,0
832,7,5.0,54,1,30540.0,2.0,annual,gyeonggi,mobile,0
833,14,5.0,9,7,76161.0,,annual,gyeonggi,desktop,0
834,4,2.0,49,58,43385.0,1.0,annual,other,desktop,1
835,26,3.0,43,27,70391.0,2.0,monthly,gyeonggi,mobile,0
836,24,2.0,67,9,45679.0,0.0,two_year,gyeonggi,mobile,0
837,25,1.0,8,2,45617.0,1.0,annual,seoul,mobile,0
838,6,4.0,30,21,73197.0,2.0,monthly,gyeonggi,desktop,0
839,0,3.0,72,59,,1.0,monthly,seoul,desktop,1
840,28,1.0,29,23,58130.0,2.0,monthly,gyeonggi,mobile,0
841,8,2.0,48,60,66417.0,1.0,monthly,gyeonggi,desktop,1
842,20,0.0,12,29,,2.0,annual,seoul,mobile,0
843,28,1.0,53,46,54874.0,1.0,monthly,gyeonggi,tablet,1
844,1,6.0,20,47,45076.0,1.0,annual,seoul,mobile,0
845,0,4.0,42,1,68561.0,,two_year,seoul,mobile,0
846,0,5.0,64,0,44599.0,2.0,monthly,seoul,desktop,0
847,4,2.0,48,56,77277.0,4.0,monthly,seoul,mobile,0
848,1,3.0,35,56,50262.0,1.0,annual,other,mobile,1
849,25,6.0,14,8,55308.0,0.0,annual,other,mobile,0
850,18,4.0,25,39,66381.0,2.0,monthly,gyeonggi,mobile,0
851,30,4.0,62,56,55358.0,0.0,monthly,gyeonggi,desktop,1
852,24,,16,57,50531.0,1.0,annual,other,desktop,0
853,29,4.0,48,18,54550.0,0.0,two_year,other,mobile,0
854,7,2.0,35,49,68407.0,0.0,monthly,gyeonggi,desktop,0
855,8,2.0,24,39,45057.0,0.0,monthly,seoul,mobile,1
856,26,2.0,52,56,53106.0,2.0,two_year,gyeonggi,tablet,0
857,7,1.0,27,8,55154.0,2.0,monthly,other,mobile,1
858,1,2.0,21,36,67969.0,3.0,monthly,seoul,desktop,1
859,20,2.0,39,1,53502.0,3.0,annual,gyeonggi,tablet,1
860,24,6.0,55,21,82124.0,2.0,monthly,seoul,desktop,0
861,30,4.0,63,0,52652.0,1.0,monthly,seoul,desktop,0
862,28,1.0,46,27,51435.0,0.0,annual,gyeonggi,mobile,0
863,3,3.0,48,49,52435.0,1.0,annual,seoul,desktop,0
864,23,2.0,57,40,35250.0,1.0,annual,other,mobile,1
865,26,2.0,20,19,39449.0,3.0,monthly,other,mobile,0
866,21,2.0,19,26,47040.0,3.0,annual,seoul,tablet,0
867,25,1.0,35,22,72037.0,2.0,annual,other,mobile,0
868,25,2.0,46,44,54503.0,0.0,annual,other,mobile,1
869,13,1.0,47,16,47730.0,1.0,annual,gyeonggi,tablet,0
870,1,3.0,12,5,73398.0,1.0,annual,gyeonggi,mobile,1
871,14,5.0,57,30,78268.0,1.0,two_year,other,mobile,0
872,6,1.0,27,50,73831.0,2.0,annual,gyeonggi,mobile,1
873,3,1.0,64,29,42204.0,1.0,monthly,seoul,desktop,0
874,3,1.0,53,12,47571.0,2.0,two_year,seoul,desktop,1
875,21,2.0,71,2,82206.0,2.0,two_year,seoul,mobile,0
876,15,3.0,46,57,58617.0,3.0,monthly,gyeonggi,desktop,1
877,16,2.0,38,46,50986.0,1.0,monthly,seoul,mobile,1
878,23,2.0,14,9,65775.0,0.0,annual,gyeonggi,desktop,0
879,16,2.0,29,4,70109.0,2.0,monthly,gyeonggi,desktop,0
880,19,3.0,62,7,46428.0,1.0,annual,other,tablet,0
881,2,2.0,28,22,58292.0,1.0,annual,gyeonggi,mobile,0
882,26,3.0,4,49,,0.0,monthly,other,mobile,1
883,13,6.0,18,9,37596.0,0.0,monthly,other,desktop,0
884,4,2.0,43,49,55185.0,2.0,two_year,seoul,mobile,0
885,25,3.0,46,0,38284.0,0.0,monthly,gyeonggi,mobile,0
886,22,3.0,71,45,40246.0,2.0,annual,seoul,mobile,0
887,1,3.0,68,17,46553.0,0.0,,other,mobile,1
888,5,4.0,39,58,62157.0,3.0,monthly,gyeonggi,tablet,1
889,0,5.0,40,29,50170.0,1.0,annual,seoul,mobile,0
890,8,4.0,58,16,45274.0,,monthly,seoul,desktop,0
891,3,3.0,4,14,55773.0,2.0,annual,gyeonggi,desktop,0
892,22,3.0,43,50,37796.0,2.0,annual,other,mobile,1
893,16,2.0,35,24,61432.0,0.0,monthly,other,mobile,0
894,30,0.0,57,21,71971.0,1.0,monthly,seoul,mobile,0
895,23,3.0,58,44,53812.0,,annual,seoul,mobile,0
896,18,2.0,48,32,51960.0,1.0,annual,gyeonggi,mobile,0
897,15,5.0,48,40,60602.0,0.0,annual,gyeonggi,desktop,0
898,1,1.0,50,27,24573.0,2.0,annual,seoul,mobile,0
899,2,3.0,42,3,63052.0,1.0,monthly,seoul,mobile,0
900,19,2.0,17,0,101528.0,1.0,monthly,other,mobile,0
901,0,5.0,21,2,53160.0,0.0,annual,gyeonggi,mobile,0
902,1,2.0,54,35,53213.0,2.0,annual,gyeonggi,mobile,0
903,6,7.0,45,31,,2.0,,gyeonggi,tablet,0
904,27,4.0,18,45,79680.0,,monthly,gyeonggi,mobile,1
905,14,6.0,64,54,69625.0,0.0,annual,gyeonggi,mobile,1
906,21,6.0,71,10,22666.0,2.0,,seoul,mobile,0
907,12,,46,58,63451.0,1.0,monthly,seoul,desktop,1
908,5,6.0,17,56,93579.0,2.0,annual,other,desktop,1
909,11,2.0,68,37,64337.0,,annual,other,mobile,0
910,2,0.0,18,32,37681.0,2.0,monthly,gyeonggi,desktop,1
911,23,3.0,32,10,59227.0,2.0,,seoul,mobile,0
912,5,4.0,62,10,35790.0,0.0,monthly,seoul,desktop,0
913,11,2.0,38,1,73492.0,4.0,two_year,seoul,mobile,0
914,30,2.0,18,39,40662.0,0.0,monthly,other,desktop,0
915,18,4.0,6,26,56114.0,3.0,monthly,other,desktop,0
916,14,6.0,26,11,42133.0,0.0,monthly,gyeonggi,desktop,0
917,16,7.0,49,8,46803.0,1.0,monthly,other,mobile,0
918,24,4.0,52,3,77292.0,0.0,monthly,seoul,desktop,0
919,7,1.0,17,39,56552.0,2.0,annual,gyeonggi,desktop,0
920,19,,12,41,46612.0,0.0,monthly,seoul,mobile,0
921,27,4.0,51,38,37822.0,0.0,monthly,seoul,mobile,0
922,17,2.0,12,6,26924.0,,monthly,other,mobile,0
923,13,1.0,5,2,36231.0,1.0,monthly,other,mobile,0
924,4,3.0,36,6,,0.0,monthly,seoul,desktop,1
925,7,2.0,42,45,69704.0,1.0,annual,seoul,mobile,0
926,29,3.0,18,45,46595.0,0.0,annual,gyeonggi,desktop,0
927,16,2.0,16,17,78558.0,1.0,annual,seoul,desktop,0
928,9,2.0,17,3,44237.0,1.0,monthly,gyeonggi,desktop,0
929,12,,25,19,51430.0,0.0,two_year,gyeonggi,desktop,0
930,17,,1,49,38806.0,0.0,annual,seoul,desktop,1
931,16,4.0,1,8,,,monthly,seoul,mobile,1
932,21,1.0,27,48,86463.0,0.0,monthly,seoul,mobile,0
933,7,2.0,2,28,,2.0,annual,other,desktop,0
934,20,3.0,23,8,49808.0,0.0,monthly,seoul,tablet,0
935,13,6.0,42,56,73972.0,0.0,monthly,gyeonggi,mobile,1
936,29,1.0,3,31,33296.0,0.0,annual,seoul,tablet,0
937,4,3.0,45,40,,1.0,monthly,gyeonggi,tablet,1
938,4,3.0,45,5,73322.0,3.0,two_year,seoul,mobile,0
939,14,0.0,42,22,56173.0,3.0,monthly,seoul,desktop,0
940,15,5.0,46,38,63254.0,0.0,monthly,gyeonggi,desktop,1
941,21,8.0,59,39,81414.0,1.0,monthly,gyeonggi,mobile,1
942,12,3.0,6,3,84226.0,,monthly,seoul,mobile,0
943,28,4.0,13,36,54070.0,2.0,two_year,seoul,mobile,0
944,14,2.0,23,57,,1.0,annual,other,desktop,1
945,4,3.0,50,47,41200.0,2.0,two_year,seoul,mobile,0
946,3,3.0,63,12,69654.0,1.0,annual,seoul,desktop,0
947,30,1.0,67,55,34423.0,2.0,monthly,gyeonggi,desktop,0
948,4,4.0,42,41,51211.0,3.0,,seoul,desktop,1
949,29,5.0,30,3,56540.0,2.0,monthly,gyeonggi,mobile,0
950,8,2.0,30,7,47455.0,1.0,two_year,gyeonggi,mobile,0
951,2,6.0,5,56,59197.0,0.0,,gyeonggi,mobile,1
952,9,7.0,34,12,93468.0,0.0,monthly,gyeonggi,mobile,0
953,19,,37,5,53176.0,0.0,annual,gyeonggi,mobile,0
954,13,1.0,15,27,48469.0,1.0,annual,gyeonggi,mobile,0
955,24,,56,32,70230.0,1.0,monthly,seoul,mobile,0
956,18,2.0,59,34,58594.0,0.0,annual,seoul,desktop,0
957,12,0.0,22,40,76590.0,1.0,annual,gyeonggi,mobile,1
958,19,0.0,66,60,57470.0,,annual,seoul,mobile,1
959,30,3.0,8,46,51274.0,0.0,monthly,seoul,desktop,0
960,12,6.0,66,1,28244.0,0.0,monthly,,mobile,0
961,4,2.0,56,5,30704.0,4.0,monthly,gyeonggi,tablet,0
962,12,1.0,17,0,27465.0,3.0,two_year,seoul,desktop,0
963,26,6.0,47,24,,1.0,two_year,gyeonggi,mobile,1
964,6,4.0,23,21,34566.0,1.0,annual,other,tablet,0
965,29,2.0,58,56,73834.0,1.0,monthly,gyeonggi,desktop,1
966,18,2.0,12,22,55454.0,2.0,monthly,seoul,desktop,1
967,18,3.0,18,1,51337.0,3.0,annual,other,mobile,0
968,9,3.0,23,53,,2.0,monthly,seoul,mobile,1
969,28,2.0,15,15,64334.0,2.0,annual,other,mobile,0
970,1,4.0,24,55,42933.0,1.0,annual,gyeonggi,desktop,1
971,9,4.0,44,47,40219.0,1.0,monthly,seoul,mobile,0
972,12,3.0,46,53,72825.0,0.0,monthly,other,mobile,1
973,14,5.0,40,50,60319.0,2.0,monthly,gyeonggi,mobile,1
974,14,4.0,14,8,51476.0,8.0,monthly,gyeonggi,mobile,1
975,4,3.0,15,38,64621.0,4.0,annual,gyeonggi,mobile,0
976,6,2.0,67,25,55134.0,1.0,monthly,gyeonggi,mobile,0
977,2,2.0,19,38,60745.0,5.0,monthly,gyeonggi,desktop,1
978,17,0.0,8,45,42747.0,1.0,monthly,other,mobile,0
979,10,2.0,33,30,86056.0,1.0,monthly,seoul,mobile,0
980,17,3.0,1,19,46306.0,1.0,annual,gyeonggi,mobile,0
981,18,1.0,25,55,78340.0,0.0,annual,gyeonggi,mobile,1
982,21,1.0,62,40,52167.0,2.0,,gyeonggi,desktop,1
983,16,4.0,20,54,67106.0,1.0,annual,gyeonggi,mobile,0
984,20,3.0,51,14,66013.0,0.0,monthly,seoul,tablet,0
985,18,1.0,36,51,72203.0,0.0,annual,gyeonggi,tablet,1
986,20,3.0,26,19,42391.0,3.0,monthly,,desktop,0
987,19,3.0,48,28,71135.0,3.0,two_year,seoul,desktop,0
988,9,0.0,43,52,82697.0,0.0,monthly,gyeonggi,mobile,1
989,7,6.0,23,21,51120.0,0.0,monthly,seoul,mobile,1
990,24,1.0,17,15,55521.0,2.0,monthly,seoul,mobile,0
991,10,3.0,67,55,,2.0,annual,seoul,desktop,0
992,17,2.0,13,58,49803.0,0.0,monthly,gyeonggi,mobile,1
993,6,3.0,70,18,80671.0,0.0,two_year,other,mobile,0
994,13,3.0,34,18,39936.0,2.0,monthly,gyeonggi,mobile,1
995,16,3.0,72,13,40868.0,0.0,annual,seoul,desktop,0
996,19,5.0,26,1,79164.0,1.0,annual,other,desktop,0
997,16,3.0,41,33,64368.0,1.0,monthly,seoul,mobile,1
998,11,5.0,45,15,86806.0,3.0,monthly,other,mobile,0
999,29,2.0,25,51,48243.0,1.0,monthly,gyeonggi,mobile,1
1000,15,3.0,16,10,56894.0,1.0,annual,seoul,desktop,0
